lat,location,lon
51.032788197065784,/atlas/u/buzkent/CityScapes/vehicle/test/leverkusen/leverkusen_000023_000019_vehicle.json,6.982604361040227
51.04627342198887,/atlas/u/buzkent/CityScapes/vehicle/test/leverkusen/leverkusen_000039_000019_vehicle.json,6.993619020002517
51.033707021291825,/atlas/u/buzkent/CityScapes/vehicle/test/leverkusen/leverkusen_000024_000019_vehicle.json,6.987147101103995
51.04701815408599,/atlas/u/buzkent/CityScapes/vehicle/test/leverkusen/leverkusen_000030_000019_vehicle.json,6.982354328868522
51.04636847277088,/atlas/u/buzkent/CityScapes/vehicle/test/leverkusen/leverkusen_000037_000019_vehicle.json,6.990892386899691
51.02301229957375,/atlas/u/buzkent/CityScapes/vehicle/test/leverkusen/leverkusen_000057_000019_vehicle.json,7.000239047130115
51.0255961888655,/atlas/u/buzkent/CityScapes/vehicle/test/leverkusen/leverkusen_000002_000019_vehicle.json,6.991294047699835
51.03099958274727,/atlas/u/buzkent/CityScapes/vehicle/test/leverkusen/leverkusen_000018_000019_vehicle.json,6.981362079170677
51.03253598559924,/atlas/u/buzkent/CityScapes/vehicle/test/leverkusen/leverkusen_000005_000019_vehicle.json,6.980730754223531
51.039755402622895,/atlas/u/buzkent/CityScapes/vehicle/test/leverkusen/leverkusen_000050_000019_vehicle.json,6.995685159135129
51.04209814456031,/atlas/u/buzkent/CityScapes/vehicle/test/leverkusen/leverkusen_000044_000019_vehicle.json,7.001056869422893
51.033911204453176,/atlas/u/buzkent/CityScapes/vehicle/test/leverkusen/leverkusen_000011_000019_vehicle.json,6.981476827425129
51.032954829300905,/atlas/u/buzkent/CityScapes/vehicle/test/leverkusen/leverkusen_000016_000019_vehicle.json,6.976457659984926
51.04402874831862,/atlas/u/buzkent/CityScapes/vehicle/test/leverkusen/leverkusen_000043_000019_vehicle.json,7.000154892822239
51.046727888779024,/atlas/u/buzkent/CityScapes/vehicle/test/leverkusen/leverkusen_000034_000019_vehicle.json,6.984909887327551
51.04673459430157,/atlas/u/buzkent/CityScapes/vehicle/test/leverkusen/leverkusen_000029_000019_vehicle.json,6.98445818656544
51.04699040998648,/atlas/u/buzkent/CityScapes/vehicle/test/leverkusen/leverkusen_000033_000019_vehicle.json,6.9824276705213055
51.04508453284253,/atlas/u/buzkent/CityScapes/vehicle/test/leverkusen/leverkusen_000027_000019_vehicle.json,6.985877075134912
51.030223418513266,/atlas/u/buzkent/CityScapes/vehicle/test/leverkusen/leverkusen_000020_000019_vehicle.json,6.981446568754679
51.033564528937845,/atlas/u/buzkent/CityScapes/vehicle/test/leverkusen/leverkusen_000015_000019_vehicle.json,6.974861577982339
51.03188622046512,/atlas/u/buzkent/CityScapes/vehicle/test/leverkusen/leverkusen_000008_000019_vehicle.json,6.982169926998681
51.04618482527233,/atlas/u/buzkent/CityScapes/vehicle/test/leverkusen/leverkusen_000040_000019_vehicle.json,6.99452099660317
51.03908929277759,/atlas/u/buzkent/CityScapes/vehicle/test/leverkusen/leverkusen_000047_000019_vehicle.json,6.998311544675992
51.03507897120351,/atlas/u/buzkent/CityScapes/vehicle/test/leverkusen/leverkusen_000012_000019_vehicle.json,6.980719354835219
51.03094484891954,/atlas/u/buzkent/CityScapes/vehicle/test/leverkusen/leverkusen_000006_000019_vehicle.json,6.978728233735991
51.02844067152697,/atlas/u/buzkent/CityScapes/vehicle/test/leverkusen/leverkusen_000053_000019_vehicle.json,6.995400174427198
51.02857092630232,/atlas/u/buzkent/CityScapes/vehicle/test/leverkusen/leverkusen_000054_000019_vehicle.json,6.99838354522427
51.039323147876175,/atlas/u/buzkent/CityScapes/vehicle/test/leverkusen/leverkusen_000049_000019_vehicle.json,6.995972155499855
51.02402508493438,/atlas/u/buzkent/CityScapes/vehicle/test/leverkusen/leverkusen_000001_000019_vehicle.json,6.991533770130641
51.03190063733859,/atlas/u/buzkent/CityScapes/vehicle/test/leverkusen/leverkusen_000017_000019_vehicle.json,6.977034083466264
51.04515980233304,/atlas/u/buzkent/CityScapes/vehicle/test/leverkusen/leverkusen_000042_000019_vehicle.json,6.997667395416994
51.041510908423874,/atlas/u/buzkent/CityScapes/vehicle/test/leverkusen/leverkusen_000045_000019_vehicle.json,6.998513213266399
51.03331122782391,/atlas/u/buzkent/CityScapes/vehicle/test/leverkusen/leverkusen_000010_000019_vehicle.json,6.981666593713031
51.032666240374596,/atlas/u/buzkent/CityScapes/vehicle/test/leverkusen/leverkusen_000004_000019_vehicle.json,6.981667431903349
51.030522652456604,/atlas/u/buzkent/CityScapes/vehicle/test/leverkusen/leverkusen_000019_000019_vehicle.json,6.981482946214443
51.03939841736669,/atlas/u/buzkent/CityScapes/vehicle/test/leverkusen/leverkusen_000051_000019_vehicle.json,6.993879613372219
51.02354287404473,/atlas/u/buzkent/CityScapes/vehicle/test/leverkusen/leverkusen_000056_000019_vehicle.json,6.999776282255815
51.02767205100582,/atlas/u/buzkent/CityScapes/vehicle/test/leverkusen/leverkusen_000003_000019_vehicle.json,6.99050321513527
51.04639286410913,/atlas/u/buzkent/CityScapes/vehicle/test/leverkusen/leverkusen_000036_000019_vehicle.json,6.9903512512307024
51.04801015232674,/atlas/u/buzkent/CityScapes/vehicle/test/leverkusen/leverkusen_000031_000019_vehicle.json,6.981396864068839
51.03397180561311,/atlas/u/buzkent/CityScapes/vehicle/test/leverkusen/leverkusen_000025_000019_vehicle.json,6.9879054118842205
51.04635179278357,/atlas/u/buzkent/CityScapes/vehicle/test/leverkusen/leverkusen_000038_000019_vehicle.json,6.991304357440736
51.031012323240084,/atlas/u/buzkent/CityScapes/vehicle/test/leverkusen/leverkusen_000022_000019_vehicle.json,6.979635155659516
51.03877203774242,/atlas/u/buzkent/CityScapes/vehicle/test/leverkusen/leverkusen_000048_000019_vehicle.json,6.995992942619721
51.02526426549978,/atlas/u/buzkent/CityScapes/vehicle/test/leverkusen/leverkusen_000055_000019_vehicle.json,6.999528513197964
51.02280258435632,/atlas/u/buzkent/CityScapes/vehicle/test/leverkusen/leverkusen_000000_000019_vehicle.json,6.992315466420717
